lemma	pos	year_first_occ	borrowed
самосожжение	N	1850	False
самосознание	N	1820	False
самосохранение	N	1820	False
самостийность	N	1900	True
самостийный	OTHER	1905	True
самостийщик	N	1965	True
самостоянье	N	1975	False
самостоятельно	OTHER	1820	False
самостоятельность	N	1815	False
самостоятельный	OTHER	1700	N/A
самостраховка	N	1925	False
самострел	N	1780	False
самость	N	1835	False
самосуд	N	1800	False
самотек	N	1805	False
самоубийственный	OTHER	1760	False
самоубийство	N	1725	N/A
самоубийца	N	1710	N/A
самоуважение	N	1840	False
самоуверенно	OTHER	1830	False
самоуверенность	N	1800	False
самоуверенный	OTHER	1820	False
самоуглубленность	N	1960	False
самоуглубленный	OTHER	1865	False
самоукоризна	N	1920	False
самоунижение	N	1830	False
самоуничижение	N	1840	False
самоуничтожающий	OTHER	1960	False
самоуничтожение	N	1835	False
самоупоение	N	1840	False
самоуправление	N	1845	False
самоуправный	OTHER	1825	False
самоуправство	N	1780	False
самоупразднение	N	1910	False
самоуслаждение	N	1840	False
самоусовершенствование	N	1820	False
самоуспокаивать	V	1980	False
самоуспокоение	N	1895	False
самоуспокоенность	N	1930	False
самоустранение	N	1870	False
самоустранить	V	1925	False
самоустранять	V	1990	False
самоутвердить	V	1965	False
самоутверждать	V	1970	False
самоутверждение	N	1870	False
самоутешение	N	1855	False
самоучитель	N	1825	False
самоучка	N	1780	False
самофинансирование	N	1980	True
самохарактеристика	N	1905	True
самоходка	N	1845	False
самоходный	OTHER	1900	False
самоходчик	N	1960	False
самоцвет	N	1830	False
самоцветный	OTHER	1785	False
самоцель	N	1885	False
самоцензура	N	1955	True
самоценность	N	1885	False
самоценный	OTHER	1900	False
самочинность	N	1905	False
самочинный	OTHER	1840	False
самочка	N	1840	False
самочувствие	N	1855	False
самса	N	1875	True
самум	N	1825	True
самурай	N	1895	True
самурайский	OTHER	1900	True
самшит	N	1780	True
самшитовый	OTHER	1865	True
самый	OTHER	1675	N/A
сан	N	1690	N/A
санаторий	N	1865	True
санаторный	OTHER	1885	True
санаторский	OTHER	1895	True
санврач	N	1925	True
сангвиник	N	1760	True
сангвинический	OTHER	1760	True
сандалета	N	1935	True
сандалик	N	1930	True
сандалия	N	1755	True
сандвич	N	1815	True
сандвичев	OTHER	1810	True
сандеп	N	1905	True
сандэнс	N	2000	True
сани	N	1675	N/A
санинструктор	N	1935	True
санитар	N	1865	True
санитария	N	1865	True
санитарка	N	1905	True
санитарно-гигиенический	OTHER	1895	True
санитарно-технический	OTHER	1905	True
санитарный	OTHER	1770	True
санки	N	1780	False
санкскрит	N	2000	True
санкхья	N	1975	True
санкхьяик	N	1990	True
санкционированный	OTHER	1995	True
санкционировать	V	1870	True
санкционный	OTHER	1995	True
санкция	N	1830	True
санкюлот	N	1825	True
саннадзор	N	1920	True
санный	OTHER	1730	N/A
санобработка	N	1935	True
сановитый	OTHER	1710	N/A
сановник	N	1780	False
сановный	OTHER	1815	False
санотдел	N	1955	True
саночки	N	1825	False
санпоезд	N	1935	True
санпропускник	N	1935	True
сансара	N	1855	True
санскрит	N	1845	False
санскритский	OTHER	1815	False
санслужба	N	1930	True
санта	N	1690	True
сантехник	N	1945	True
сантехника	N	1940	True
сантехнический	OTHER	1945	True
сантиментальный	OTHER	1820	True
сантименты	N	1780	True
сантиметр	N	1760	True
сантиметровый	OTHER	1890	True
санузел	N	1940	True
сануправление	N	1935	True
санчасть	N	1920	True
санэпидемслужба	N	2010	True
санэпидемстанция	N	1965	True
санэпиднадзор	N	1990	True
санэпидстанция	N	1950	True
сап	N	1690	N/A
сапа	N	1785	False
сапер	N	1820	True
саперный	OTHER	1825	True
сапиенс	N	1920	True
сапной	OTHER	1870	False
сапог	N	1675	N/A
сапожище	N	1825	False
сапожник	N	1715	N/A
сапожников	N	1765	False
сапожничать	V	1875	False
сапожнический	OTHER	1830	False
сапожный	OTHER	1735	N/A
сапожок	N	1700	N/A
сапожонка	N	1850	False
сапр	N	1935	True
сапун	N	1850	False
сапфир	N	1755	True
сапфировый	OTHER	1845	True
сар	N	1915	False
сарабанда	N	1865	False
сарай	N	1715	N/A
сарайчик	N	1735	N/A
саранча	N	1675	N/A
саратовец	N	1825	False
сарафан	N	1760	False
сарафанчик	N	1845	False
сарацин	N	1760	True
сараюшка	N	1895	False
сараюшко	N	1915	False
сарделька	N	1920	True
сардина	N	1840	True
сардинец	N	1845	False
сардинка	N	1835	False
сардины	N	1840	True
сардонически	OTHER	1840	True
сардонический	OTHER	1820	True
саржа	N	1690	N/A
сарказм	N	1800	True
саркастически	OTHER	1800	True
саркастический	OTHER	1830	True
саркастичность	N	1865	True
саркастичный	OTHER	1860	True
саркофаг	N	1720	True
сармат	N	1725	N/A
саррин	N	1810	True
сарсуэла	N	1990	True
сартория	N	1805	True
сасквача	N	1980	True
саспенс	N	1935	True
сассапариль	N	1980	True
сатанеть	V	1860	False
сатанинский	OTHER	1755	False
сатанист	N	1900	False
сателлит	N	1840	True
сатин	N	1765	True
сатинировать	V	1990	True
сатиновый	OTHER	1900	True
сатир	N	1735	True
сатира	N	1720	True
сатирик	N	1725	True
сатирикон	N	1900	True
сатирический	OTHER	1730	True
сатиричный	OTHER	1775	True
сатисфакция	N	1690	True
сатрап	N	1765	False
сатура	N	1930	True
сатураторщица	N	1950	True
сатурналии	N	1830	True
сатья	N	1925	True
сау	N	1855	True
саудит	N	1955	False
сауна	N	1960	True
саундтрек	N	1985	True
сафари	N	1960	True
сафьян	N	1735	True
сафьяновый	OTHER	1790	True
сахар	N	1710	True
сахарин	N	1895	True
сахаристость	N	1900	True
сахаристый	OTHER	1845	True
сахарница	N	1780	True
сахарный	OTHER	1715	True
сахаровский	OTHER	1895	True
сахарозавод	N	1920	True
сахарозаводчик	N	1865	True
сахарок	N	1830	True
сахарочек	N	1995	True
сациви	N	1915	True
сачок	N	1845	False
саше	N	1805	False
сб	N	1845	False
сбавить	V	1730	N/A
сбавлять	V	1825	False
сбагрить	V	1785	False
сбалансированность	N	1960	True
сбалансированный	OTHER	1925	True
сбалансировать	V	1905	True
сбацать	V	1955	False
сбегание	N	1995	False
сбегать	V	1675	N/A
сбежать	V	1725	N/A
сберегательный	OTHER	1770	False
сберегать	V	1760	False
сбережение	N	1675	N/A
сберечь	N	1900	False
сберечь	V	1755	False
сберкасса	N	1920	True
сберкнижка	N	1925	False
сбесить	V	1855	False
сбивать	V	1735	N/A
сбивчивый	OTHER	1765	False
сбирать	V	1675	N/A
сбитенник	N	1995	False
сбитень	N	1805	False
сбитость	N	1925	False
сбить	V	1675	N/A
сбиться	V	1735	N/A
сближать	V	1775	False
сближение	N	1775	False
сблизить	V	1775	False
сблядовать	V	1845	False
сбой	N	1850	False
сбоку	OTHER	1745	N/A
сбор	N	1675	N/A
сборище	N	1770	False
сборка	N	1790	False
сборная	N	1760	False
сборник	N	1730	N/A
сборный	OTHER	1765	False
сборочный	OTHER	1900	False
сборчатый	OTHER	1850	False
сборщик	N	1745	N/A
сборщица	N	1780	False
сборы	N	1675	N/A
сбрасывать	V	1740	N/A
сбрендить	V	1850	False
сбрести	V	1775	False
сбрить	V	1820	False
сброд	N	1725	N/A
сброс	N	1900	False
сбросать	V	1740	N/A
сбросить	V	1740	N/A
сброшюровать	V	1845	True
сбруя	N	1745	N/A
сбрызгивать	V	1860	False
сбрызнуть	V	1865	False
сбывать	V	1770	False
сбыт	N	1815	False
сбытовик	N	1960	False
сбытовой	OTHER	1920	False
сбытовый	OTHER	1920	False
сбыть	V	1755	False
сбыться	V	1675	N/A
сбычить	V	1905	False
св	N	1715	N/A
свадебка	N	1780	False
свадебный	OTHER	1710	N/A
свадьба	N	1675	N/A
свайный	OTHER	1865	False
сваливание	N	1865	False
сваливать	V	1735	N/A
сваливаться	V	1780	False
свалить	V	1760	False
свалиться	V	1750	False
свалка	N	1730	N/A
свалочный	OTHER	1885	False
свальный	OTHER	1675	N/A
свалять	V	1740	N/A
сваляться	V	1740	N/A
свами	N	1855	False
сван	N	1825	False
свара	N	1705	N/A
сварганить	V	1830	False
сварить	V	1725	N/A
сварка	N	1845	False
сварливость	N	1765	False
сварливый	OTHER	1715	N/A
сварной	OTHER	1920	False
сварщик	N	1915	False
свастика	N	1900	True
сват	N	1690	N/A
сватальщик	N	1765	False
сватание	N	1745	N/A
сватать	V	1750	False
сватовство	N	1755	False
сватья	N	1775	False
сваха	N	1755	False
свая	N	1690	N/A
сведенборгианец	N	1885	False
сведение	N	1725	N/A
сведущий	OTHER	1725	N/A
свежайший	OTHER	1955	False
свежевыжатый	OTHER	1935	False
свежевыкрашенный	OTHER	1875	False
свежевымытый	OTHER	1870	False
свежевыпеченный	OTHER	1925	False
свежевыстиранный	OTHER	1915	False
свежезаваренный	OTHER	1905	False
свежеиспеченный	OTHER	1850	False
свежекопченый	OTHER	1975	False
свежемолотый	OTHER	1990	False
свежемороженый	OTHER	1930	False
свеженький	OTHER	1780	False
свежеобмолоченный	OTHER	1920	False
свежеокрашенный	OTHER	1920	False
свежеоткрытый	OTHER	1990	False
свежепокрасить	V	1960	False
свежепокрашенный	OTHER	1925	False
свежеприготовленный	OTHER	1845	False
свежескошенный	OTHER	1860	False
свежесобранный	OTHER	1890	False
свежесрезанный	OTHER	1885	False
свежеструганый	OTHER	1935	False
свежесть	N	1765	False
свежеть	V	1815	False
свежий	OTHER	1690	N/A
свежинка	N	1855	False
свежо	OTHER	1775	False
свезти	V	1690	N/A
свекла	N	1735	N/A
свекловод	N	1945	False
свеклосахарный	OTHER	1840	True
